#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/poissonseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//poissonseq/poissonseq_package_default.db
# Output created at: 07:22:24
GeneID	log2foldchange	significance	rawPval	tt_score	GeneName	Description	Chromosome	Start	End	Strand
YJR148W	1.0589	0	0	1177.5624	BAT2	Cytosolic branched-chain amino acid (BCAA) aminotransferase, preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase 	X	705744	706874	1
YMR105C	1.1121	0	0	1155.0361	PGM2	Phosphoglucomutase, catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase 	XIII	475897	477606	-1
YIL056W	1.0342	0	0	1153.0391	VHR1	Transcriptional activator, required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations 	IX	249991	251913	1
YIL011W	1.2358	0	0	1135.0842	TIR3	Cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth 	IX	333727	334536	1
YDR134C	1.0347	0	0	1127.5393	YDR134C	Hypothetical protein 	IV	721071	721481	-1
YMR272C	1.0196	0	0	1120.8357	SCS7	Sphingolipid alpha-hydroxylase, functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth 	XIII	809623	810777	-1
YNL300W	1.0553	0	0	1120.28	TOS6	Glycosylphosphatidylinositol-dependent cell wall protein, expression is periodic and decreases in respone to ergosterol perturbation or upon entry into stationary phase; depletion increases resistance to lactic acid 	XIV	65744	66052	1
YJR150C	2.1826	0	0	1119.8115	DAN1	Cell wall mannoprotein with similarity to Tir1p, Tir2p, Tir3p, and Tir4p; expressed under anaerobic conditions, completely repressed during aerobic growth 	X	708811	709707	-1
YMR122C	-1.4978	0	0	1117.0355	YMR122C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XIII	510701	511075	-1
YJL012C	1.0206	0	0	1101.9064	VTC4	Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion 	X	411234	413399	-1
YER053C	1.0069	0	0	1095.4691	PIC2	Mitochondrial phosphate carrier, imports inorganic phosphate into mitochondria; functionally redundant with Mir1p but less abundant than Mir1p under normal conditions; expression is induced at high temperature 	V	258737	259639	-1
YNL141W	1.0368	0	0	1092.3825	AAH1	Adenine deaminase (adenine aminohydrolase), converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome 	XIV	359596	360639	1
YER150W	1.0795	0	0	1092.1425	SPI1	GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; similar to Sed1p 	V	468370	468816	1
YDR089W	1.1638	0	0	1089.7764	YDR089W	Protein of unknown function; deletion confers resistance to Nickel 	IV	622112	624721	1
YEL040W	1.034	0	0	1064.1291	UTR2	Chitin transglycosylase that functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck 	V	78053	79456	1
YPL163C	0.9804	0	0	1051.0847	SVS1	Cell wall and vacuolar protein, required for wild-type resistance to vanadate 	XVI	241918	242700	-1
YDR119W-A	1.6879	0	0	1041.6885	YDR119W-A	Putative protein of unknown function; may interact with respiratory chain complexes III (ubiquinol-cytochrome c reductase) or IV (cytochrome c oxidase) 	IV	691014	691214	1
YDL048C	0.9686	0	0	1021.5025	STP4	Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p 	IV	366739	368211	-1
YJR070C	0.97	0	0	1019.2444	LIA1	Deoxyhypusine hydroxylase, a HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning 	X	569621	570598	-1
YGL162W	1.0696	0	0	1019.105	SUT1	Transcription factor of the Zn[II]2Cys6 family involved in sterol uptake; involved in induction of hypoxic gene expression 	VII	198138	199037	1
YFL002W-A	1.0059	0	0	1015.1963	YFL002W-A	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	VI	138204	143517	1
YCL064C	0.9912	0	0	1014.3972	CHA1	Catabolic L-serine (L-threonine) deaminase, catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine 	III	15798	16880	-1
YGR087C	-1.8692	0	0	1012.3652	PDC6	Minor isoform of pyruvate decarboxylase, decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation 	VII	651290	652981	-1
YBL044W	-2.1258	0	0	1006.3953	YBL044W	Putative protein of unknown function; YBL044W is not an essential protein 	II	135998	136366	1
YNL327W	0.9729	0	0	1001.5724	EGT2	Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase required for proper cell separation after cytokinesis, expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner 	XIV	24048	27173	1
YLR410W-B	0.9894	0	0	998.8277	YLR410W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XII	941483	946796	1
YNR067C	0.9617	0	0	994.9181	DSE4	Daughter cell-specific secreted protein with similarity to glucanases, degrades cell wall from the daughter side causing daughter to separate from mother 	XIV	755746	759099	-1
YLL053C	1.5635	0	0	994.7774	YLL053C	Putative protein; in the Sigma 1278B strain background YLL053C is contiguous with AQY2 which encodes an aquaporin 	XII	35503	35961	-1
YDL241W	1.2685	0	0	992.7641	YDL241W	Putative protein of unknown function; YDL241W is not an essential gene 	IV	20635	21006	1
YOL110W	-1.0588	0	0	991.9955	SHR5	Subunit of a palmitoyltransferase, composed of Shr5p and Erf2p, that adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization 	XV	109176	109889	1
YOR306C	0.9683	0	0	990.53	MCH5	Plasma membrane riboflavin transporter; facilitates the uptake of vitamin B2; required for FAD-dependent processes; sequence similarity to mammalian monocarboxylate permeases, however mutants are not deficient in monocarboxylate transport 	XV	889867	891432	-1
YBR230W-A	-1.0507	0	0	990.1436	YBR230W-A	Putative protein of unknown function 	II	680362	680562	1
YPL061W	1.0878	0	0	987.1556	ALD6	Cytosolic aldehyde dehydrogenase, activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress 	XVI	432588	434090	1
YGR161W-B	0.9839	0	0	984.2493	YGR161W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	VII	811738	817051	1
YDR034C-D	0.9859	0	0	982.8744	YDR034C-D	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	IV	514043	519356	-1
YLL052C	1.8021	0	0	982.8153	AQY2	Water channel that mediates the transport of water across cell membranes, only expressed in proliferating cells, controlled by osmotic signals, may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains 	XII	35912	36361	-1
YNL134C	0.9589	0	0	980.9304	YNL134C	Putative protein of unknown function with similarity to dehydrogenases from other model organisms; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced by the DNA-damaging agent MMS 	XIV	372451	373581	-1
YCL019W	1.0019	0	0	970.8951	YCL019W	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	III	85102	90415	1
YOR192C-B	0.97	0	0	970.14	YOR192C-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XV	704419	709732	-1
YJL077C	-1.2658	0	0	967.8945	ICS3	Protein of unknown function; may play a role in vacuolar sorting, null mutants are hypersensitive to sortin2 	X	294666	295061	-1
YOR108W	0.9635	0	0	962.5677	LEU9	Alpha-isopropylmalate synthase II (2-isopropylmalate synthase), catalyzes the first step in the leucine biosynthesis pathway; the minor isozyme, responsible for the residual alpha-IPMS activity detected in a leu4 null mutant 	XV	523027	524841	1
YGR233C	0.9877	0	0	962.5104	PHO81	Cyclin-dependent kinase (CDK) inhibitor, regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels; inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p 	VII	954674	958210	-1
YEL065W	0.9536	0	0	961.4452	SIT1	Ferrioxamine B transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates; transcription is induced during iron deprivation and diauxic shift; potentially phosphorylated by Cdc28p 	V	27657	29543	1
YMR081C	1.0886	0	0	953.9729	ISF1	Serine-rich, hydrophilic protein with similarity to Mbr1p; overexpression suppresses growth defects of hap2, hap3, and hap4 mutants; expression is under glucose control; cotranscribed with NAM7 in a cyp1 mutant 	XIII	430079	431095	-1
YLR111W	-2.1331	0	0	953.5251	YLR111W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XII	370391	370723	1
YDR011W	0.9289	0	0	936.9443	SNQ2	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species 	IV	465919	470424	1
YOR376W	-2.4289	0	0	933.3697	YOR376W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YOR376W is not an essential gene. 	XV	1043191	1043559	1
YCR057C	0.9716	0	0	930.9751	PWP2	Conserved 90S pre-ribosomal component essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis 	III	220457	223228	-1
YGR008C	0.9747	0	0	926.9124	STF2	Protein involved in regulation of the mitochondrial F1F0-ATP synthase; Stf1p and Stf2p may act as stabilizing factors that enhance inhibitory action of the Inh1p protein 	VII	508110	508364	-1
YML122C	-2.1351	0	0	923.5527	YML122C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XIII	26038	26418	-1
YER056C	0.9258	0	0	923.4698	FCY2	Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation 	V	266512	268113	-1
YBR034C	0.9306	0	0	923.4033	HMT1	Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p and ribosomal protein Rps2p 	II	304930	305976	-1
YHR216W	0.9252	0	0	919.2512	IMD2	Inosine monophosphate dehydrogenase, catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitatio 	VIII	554396	555967	1
YAR015W	0.9362	0	0	908.8684	ADE1	N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine 	I	169375	170295	1
YPR064W	-1.8433	0	0	908.7282	YPR064W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	XVI	678951	679370	1
YKL163W	1.0619	0	0	899.1887	PIR3	O-glycosylated covalently-bound cell wall protein required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway 	XI	144401	145378	1
YKL043W	0.9068	0	0	898.4048	PHD1	Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA,  /.../nidulans developmental regulator; potential Cdc28p substrate 	XI	356748	357848	1
YKL096W	0.933	0	0	887.8139	CWP1	Cell wall mannoprotein that localizes specifically to birth scars of daughter cells, linked to a beta-1,3- and beta-1,6-glucan heteropolymer through a phosphodiester bond; required for propionic acid resistance 	XI	261132	261851	1
YOR343W-B	0.9475	0	0	880.4021	YOR343W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	XV	970578	975891	1
YOR128C	0.9257	0	0	875.3914	ADE2	Phosphoribosylaminoimidazole carboxylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine 	XV	564476	566191	-1
YLR300W	0.9422	0	0	871.851	EXG1	Major exo-1,3-beta-glucanase of the cell wall, involved in cell wall beta-glucan assembly; exists as three differentially glycosylated isoenzymes 	XII	728955	730301	1
YBR069C	0.8936	0	0	871.6509	TAT1	Amino acid transport protein for valine, leucine, isoleucine, and tyrosine, low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance 	II	376574	378433	-1
YPR124W	0.89	0	0	868.0141	CTR1	High-affinity copper transporter of the plasma membrane, mediates nearly all copper uptake under low copper conditions; transcriptionally induced at low copper levels and degraded at high copper levels 	XVI	786208	787428	1
YDL022W	0.9176	0	0	857.369	GPD1	NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; homolog of Gpd2p 	IV	411825	413000	1
YGR177C	1.2191	0	0	856.8109	ATF2	Alcohol acetyltransferase, may play a role in steroid detoxification; forms volatile esters during fermentation, which is important for brewing and winemaking 	VII	848829	850436	-1
