#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/samseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//samseq/samseq_package_default.db
# Output created at: 07:24:50
GeneID	log2foldchange	significance	Score	GeneName	Description	Chromosome	Start	End	Strand
YAR009C	1.24835702997921	0.000145243282498184	902	YAR009C	Retrotransposon TYA Gag and TYB Pol genes; in YARCTY1-1 TYB is mutant and probably non-functional 	I	160597	164187	-1
YAR010C	0.319822881804466	0.000145243282498184	633.3	YAR010C	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional 	I	164544	165866	-1
YAR014C	0.110146921310401	0.00661801016702972	198.9	BUD14	Protein involved in bud-site selection, Bud14p-Glc7p complex is a cortical regulator of dynein; inhibitor of the actin assembly factor Bnr1p (formin); diploid mutants display a random budding pattern instead of the wild-type bipolar pattern 	I	166742	168871	-1
YAR015W	0.574613330073951	0.000145243282498184	852.55	ADE1	N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine 	I	169375	170295	1
YAR018C	-0.115844803733426	0.00846259985475676	-190.1	KIN3	Nonessential serine/threonine protein kinase; possible role in DNA damage response 	I	170396	171703	-1
YAR019C	-0.0807016916396329	0.0154153957879448	-169.75	CDC15	Protein kinase of the Mitotic Exit Network that is localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II 	I	172211	175135	-1
YAR019W-A	-0.00520528829701432	0.230443718228032	-73.8	YAR019W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	174998	175330	1
YAR020C	-0.111856886759636	0.0650595497458243	-120.95	PAU7	Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme 	I	176856	177023	-1
YAR023C	-0.0029215498564135	0.297039941902687	63.4	YAR023C	Putative integral membrane protein, member of DUP240 gene family 	I	179281	179820	-1
YAR027W	-0.0503806470578802	0.545759622367465	35.8	UIP3	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family 	I	183770	184477	1
YAR028W	0.00434567665209332	0.139700798838054	93.1	YAR028W	Putative integral membrane protein, member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS 	I	184892	185596	1
YAR029W	0.000286551169273435	0.242986928104575	71.65	YAR029W	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	I	186321	186545	1
YAR030C	-0.12641193414564	0.782636165577342	-16.2	YAR030C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9 	I	186512	186853	-1
YAR031W	0.0448879321413227	0.388303558460421	51.8	PRM9	Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family 	I	186836	187732	1
YAR033W	0.0407752860097211	0.0863863471314452	110.85	MST28	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles 	I	188107	188811	1
YAR035C-A	-0.425708068850506	0.000338416848220759	-314.55	YAR035C-A	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis 	I	192337	192417	-1
YAR035W	-0.471529209433045	0.000145243282498184	-627.65	YAT1	Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated 	I	190193	192256	1
YAR042W	-0.0197156386944488	0.234978939724038	-73	SWH1	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction 	I	192619	196185	1
YAR047C	0.261668705499869	0.0115998547567175	179.3	YAR047C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	201467	201787	-1
YAR050W	0.157864336355863	0.00210675381263618	245.7	FLO1	Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p 	I	203403	208016	1
YAR053W	-0.842733310227926	0.000145243282498184	-543.15	YAR053W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	208367	208663	1
YAR060C	-0.316433427899089	0.080238198983297	-113.5	YAR060C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	217157	217492	-1
YAR061W	0.308891932185519	0.0607254901960785	123.35	YAR061W	Pseudogene with similarity to Flo1p, which is a lectin-like protein involved in flocculation 	I	218140	218343	1
YAR062W	0.218571226606204	0.0276652142338417	150.2	YAR062W	Pseudogene with similarity to Flo1p, which is a lectin-like protein involved in flocculation 	I	218549	219145	1
YAR064W	0.147272168966113	0.0479513435003632	131.5	YAR064W	Putative protein of unknown function 	I	220198	220497	1
YAR066W	-0.00199069641648031	0.748069716775599	-18.85	YAR066W	Putative GPI protein 	I	221049	221660	1
YAR068W	-0.493414460310702	0.000145243282498184	-565.55	YAR068W	Fungal-specific protein of unknown function; induced in respiratory-deficient cells 	I	222406	222891	1
YAR069C	0.41233281376459	0.00987581699346404	184.9	YAR069C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	224011	224304	-1
YAR070C	0.319563983045509	0.00254901960784316	237.8	YAR070C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	224563	224862	-1
YAR071W	2.1916192243057	0.000145243282498184	902	PHO11	One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2 	I	225460	226863	1
YAR073W	0.710907095487107	0.000145243282498184	838.75	IMD1	Nonfunctional protein with homology to IMP dehydrogenase; probable pseudogene, located close to the telomere; is not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae 	I	227742	228953	1
YAR075W	0.535978087932688	0.000145243282498184	683.05	YAR075W	Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae. 	I	228844	229317	1
YBL001C	-0.288858572965495	0.000145243282498184	-647.2	ECM15	Non-essential protein of unknown function, likely exists as tetramer, may be regulated by the binding of small-molecule ligands (possibly sulfate ions), may have a role in yeast cell-wall biogenesis 	II	237153	237467	-1
YBL002W	-0.0675100478707667	0.000945533769063213	-279.5	HTB2	Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation 	II	236492	236887	1
YBL003C	-0.214692768525707	0.000145243282498184	-687.15	HTA2	Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p 	II	235394	235792	-1
YBL004W	0.253510528828389	0.000226579520697226	332.45	UTP20	Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA 	II	227636	235117	1
YBL005W	0.670117129644719	0.000145243282498184	865.8	PDR3	Transcriptional activator of the pleiotropic drug resistance network, regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting sites known as PDREs (PDR responsive elements); post-translationally up-regulated in  /.../lacking a functional mitochondrial genome 	II	217470	220400	1
YBL005W-B	1.13698463686556	0.000145243282498184	902	YBL005W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	II	221330	226598	1
YBL006C	0.156883977892896	0.000145243282498184	397.25	LDB7	Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions 	II	216587	217129	-1
YBL007C	0.0236237031858671	0.544119099491648	35.95	SLA1	Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains 	II	212632	216366	-1
YBL008W	0.00662901751590004	0.133904139433551	94.7	HIR1	Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores 	II	209653	212175	1
YBL008W-A	0.00426206352182915	0.213633986928105	76.8	YBL008W-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	II	209409	209648	1
YBL009W	0.124826464466636	0.00687000726216415	197.4	ALK2	Protein kinase; accumulation and phosphorylation are periodic during the cell cycle; phosphorylated in response to DNA damage; contains characteristic motifs for degradation via the APC pathway; similar to Alk1p and to mammalian haspins 	II	207194	209224	1
YBL010C	-0.198115549433736	0.00019026870007268	-341.15	YBL010C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles 	II	206107	206949	-1
YBL011W	-0.0146301641795907	0.332830065359477	-58.6	SCT1	Glycerol 3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed 	II	203538	205817	1
YBL012C	0.00415565518935075	0.0726877269426289	117.05	YBL012C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	II	203406	203807	-1
YBL013W	0.114415892143961	0.0249266521423384	153.6	FMT1	Methionyl-tRNA formyltransferase, catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate 	II	202056	203261	1
YBL014C	0.0456139830105325	0.0906833696441539	109.05	RRN6	Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p 	II	199064	201748	-1
YBL015W	-0.271179314572012	0.000145243282498184	-549.15	ACH1	Protein with CoA transferase activity, particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth 	II	194122	195702	1
YBL016W	0.252329617550138	0.000145243282498184	475.8	FUS3	Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation 	II	192451	193512	1
YBL017C	-0.0488823245752575	0.00465577342047935	-212	PEP1	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments 	II	186844	191583	-1
YBL018C	0.125420443232388	0.00730210602759617	195.25	POP8	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs 	II	185998	186474	-1
YBL019W	-0.0543580169505584	0.0263943355119826	-151.7	APN2	Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII 	II	184353	185915	1
YBL020W	0.0789428123839582	0.0887705156136529	109.85	RFT1	Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein 	II	182401	184125	1
YBL021C	-0.000259188423358309	0.103272331154684	104.3	HAP3	Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding 	II	181660	182094	-1
YBL022C	0.162292361453553	0.000145243282498184	398.9	PIM1	ATP-dependent Lon protease, involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria 	II	177874	181275	-1
YBL023C	-0.0576421917785726	0.0380370370370371	-139.45	MCM2	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex 	II	174920	177526	-1
YBL024W	0.312816399635485	0.000145243282498184	599.9	NCL1	S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; similar to Nop2p and human proliferation associated nucleolar protein p120 	II	172534	174588	1
YBL025W	0.000786971974325718	0.995939724037763	0.3	RRN10	Protein involved in promoting high level transcription of rDNA, subunit of UAF (upstream activation factor) for RNA polymerase I 	II	171481	171918	1
YBL026W	0.0187556636206308	0.44744008714597	45.35	LSM2	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA 	II	170623	171038	1
YBL027W	0.201327386626211	0.000145243282498184	695.15	RPL19B	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Ap and has similarity to rat L19 ribosomal protein; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal 	II	168423	169376	1
YBL028C	0.454663617233314	0.000145243282498184	534.55	YBL028C	Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; predicted to be involved in ribosome biogenesis 	II	167518	167838	-1
